customer_id,customer_name,customer_state,Sex,Age,Holding_Value,Open_Date
52.0,Molly Hayes,Minnesota,F,34.0,2523702.0,1996-08-25 06:43:38
53.0,Molly Hughes,Texas,M,77.0,6188386.0,2011-12-27 15:50:34
54.0,Wendy Miller,Iowa,M,26.0,8294336.0,1996-07-28 20:18:56
55.0,Stacy Davis MD,Vermont,F,21.0,6007339.0,2021-01-05 20:49:47
56.0,Heidi Bowman,Texas,M,30.0,6799502.0,1996-01-01 02:56:27
57.0,Todd Brandt,Maryland,F,69.0,4869789.0,2011-09-23 12:04:58
58.0,Connie Mclean,Kentucky,F,33.0,9652199.0,2014-04-28 03:27:46
59.0,Daniel Castro,Pennsylvania,M,83.0,8564381.0,2009-11-29 14:03:05
60.0,Richard Soto,Arkansas,M,77.0,8045628.0,2017-06-23 20:05:24
61.0,Donna Terry,West Virginia,M,63.0,3103177.0,1998-01-31 00:27:20
62.0,Angela Weaver,Missouri,M,46.0,4561932.0,2011-07-16 14:05:14
63.0,Christine Kelley,Missouri,F,52.0,1905083.0,2002-08-15 20:26:20
64.0,Sarah Salazar,Texas,F,51.0,8518742.0,2013-01-06 15:49:26
65.0,Noah Mitchell,Indiana,M,60.0,639778.0,2018-09-11 12:40:38
66.0,Michael Smith,Louisiana,F,84.0,386271.0,1996-08-18 09:57:37
67.0,Gabriel Munoz,American Samoa,M,61.0,9085370.0,2006-07-27 18:51:41
68.0,Jeffrey Jordan,Texas,M,40.0,6121512.0,2022-05-27 22:48:18
69.0,Donna Wood,New Mexico,M,57.0,677909.0,2020-06-13 22:07:53
70.0,Diane Norris,Massachusetts,F,80.0,3987813.0,2022-02-19 12:54:19
71.0,Barbara Bond,Washington,F,56.0,1935288.0,2023-11-27 04:31:32
72.0,Matthew Smith,Colorado,M,53.0,3089255.0,2017-10-15 17:14:54
73.0,Roberta Dixon,Georgia,M,40.0,8016482.0,2006-02-15 01:54:44
74.0,Jonathan Pope,North Carolina,M,84.0,391701.0,1995-04-15 11:41:28
75.0,William Castro,Iowa,M,27.0,2262196.0,2023-12-31 01:01:41
76.0,Pamela Stanton,Montana,F,34.0,997989.0,2019-03-22 00:01:26
77.0,David Jones,Tennessee,M,63.0,2354256.0,2015-08-07 10:13:44
78.0,Olivia Galloway,California,M,63.0,5563566.0,2007-02-13 06:27:24
79.0,Donald Ellis,Oklahoma,M,54.0,535636.0,2016-01-11 01:14:23
80.0,Shannon Smith,New York,F,41.0,4940211.0,2019-07-23 07:48:16
81.0,Jody Cross,Kentucky,F,69.0,6345298.0,2010-12-28 04:58:26
82.0,Kevin Church,Massachusetts,F,26.0,909815.0,2019-06-11 01:38:00
83.0,William Williamson,Virgin Islands,M,22.0,4184625.0,2017-08-12 02:40:40
84.0,Benjamin Evans,Florida,M,25.0,2233197.0,2001-12-05 14:58:08
85.0,Charles Gomez,Nebraska,F,37.0,2864125.0,2022-11-08 07:57:34
86.0,Crystal Castillo,Rhode Island,M,56.0,785791.0,2015-08-29 00:33:51
87.0,Katherine Little MD,American Samoa,F,86.0,8695677.0,2008-04-17 09:05:15
88.0,Jason Dean,Iowa,M,33.0,735630.0,2000-07-23 08:14:39
89.0,Charles Allen,of Columbia,M,74.0,8796536.0,2015-08-19 10:43:09
90.0,Michael Burns,Wisconsin,M,40.0,9326899.0,1999-07-19 07:31:01
91.0,David Olson,Iowa,F,80.0,5625479.0,1994-04-14 08:25:19
92.0,Lucas Byrd,Mississippi,F,64.0,1831711.0,1999-07-23 18:06:52
93.0,Anna Johnston,Alabama,M,88.0,7768220.0,2007-07-29 13:14:27
94.0,Shawn Salazar,Washington,M,85.0,6338217.0,2009-07-22 17:15:27
95.0,Amanda Scott,Rhode Island,M,20.0,1796751.0,2000-03-11 08:01:32
96.0,Jessica Carson,of Columbia,F,27.0,9990686.0,2009-02-03 20:26:56
97.0,Andrea Baker,South Carolina,M,82.0,5264998.0,2012-02-05 22:19:37
98.0,Jonathan Brown,Wisconsin,M,77.0,3512524.0,2009-03-17 23:12:11
99.0,Heather Santos,Delaware,F,53.0,9508573.0,2008-09-13 19:03:09
100.0,Ricky Peterson,Puerto Rico,F,21.0,5362027.0,1994-03-23 12:27:58
101.0,Lindsey Smith,New Jersey,M,35.0,104526.0,1995-10-26 03:08:05
102.0,Thomas Pittman,Illinois,F,89.0,9279923.0,2023-04-05 22:22:41
103.0,Melissa Smith,Alabama,F,87.0,2805046.0,2022-01-29 08:04:10
104.0,Amy Taylor,California,F,41.0,4051568.0,2000-07-02 12:04:41
105.0,Gregory Gonzalez,South Dakota,F,48.0,8712533.0,1994-05-12 03:51:40
106.0,Sheila Norton,Tennessee,M,76.0,6883889.0,1997-01-31 12:00:42
107.0,James Hansen,Puerto Rico,M,72.0,5997804.0,1999-10-20 15:44:00
108.0,Jessica Watts,Texas,M,80.0,2372912.0,2023-04-20 18:47:18
109.0,Robin Roberson,Washington,F,74.0,1519039.0,2019-06-07 14:41:21
110.0,Julie Luna,Minnesota,M,30.0,8223887.0,2003-06-16 12:50:14
111.0,Amy West,Wyoming,F,40.0,3109751.0,2000-01-23 09:19:36
112.0,Carrie Blackburn,Guam,F,88.0,4754130.0,1995-02-08 23:38:47
113.0,Terri Bates,Colorado,M,34.0,3257491.0,1998-05-27 15:49:01
114.0,Mark Shaw,Washington,M,35.0,9611536.0,2005-09-12 16:36:23
115.0,Bethany Schmidt,Minnesota,F,70.0,4974904.0,2023-09-16 07:15:11
116.0,James Ochoa,Rhode Island,F,81.0,2264459.0,2020-12-08 22:06:53
117.0,Barry Martin,Guam,M,30.0,9874243.0,2023-01-18 21:56:56
118.0,Crystal Wolfe,Maine,F,21.0,7154073.0,2001-04-20 23:05:29
119.0,Amanda Bradshaw,Washington,F,32.0,3382267.0,2019-05-18 14:29:08
120.0,Antonio Bradley,Montana,F,82.0,3417107.0,2003-11-20 14:28:54
121.0,Anthony Hart,Oregon,M,73.0,9414904.0,2007-10-14 21:30:41
122.0,Elizabeth Payne DDS,Maryland,M,39.0,4524631.0,2019-04-20 21:53:12
123.0,Eddie Pace,Florida,F,30.0,4275439.0,2008-07-24 18:43:56
124.0,Daniel Murphy,South Carolina,M,42.0,8204521.0,2002-03-30 11:23:39
125.0,Laura Moore,Wisconsin,F,42.0,3547265.0,2013-03-30 20:13:39
126.0,Mary Crawford,Florida,F,89.0,4880493.0,2006-07-01 07:16:34
127.0,Catherine Bender,Maine,F,58.0,2992578.0,2006-08-01 03:55:49
128.0,Sydney Myers,Hawaii,F,32.0,4744840.0,1997-12-16 17:41:51
129.0,Jared Velez,Wisconsin,F,70.0,6872778.0,1995-08-22 20:53:52
130.0,Brittany Cox,Arkansas,M,45.0,248914.0,2010-12-11 21:02:59
131.0,Jennifer Johnson,Michigan,F,81.0,7566067.0,2002-03-30 18:09:32
132.0,John Zamora,Minnesota,M,60.0,7477132.0,2005-04-20 03:15:39
133.0,William Palmer,New Hampshire,F,50.0,615557.0,2023-07-12 12:53:31
134.0,Ryan Taylor,Maryland,M,80.0,557891.0,2023-12-12 05:48:34
135.0,Taylor Payne,Mississippi,F,47.0,330782.0,1998-12-26 07:03:31
136.0,Terri Hunt,Kentucky,F,49.0,1211339.0,2002-08-30 11:35:12
137.0,Pamela Gamble,Pennsylvania,M,69.0,9936737.0,2015-01-10 18:57:10
138.0,Dr. Annette Simon,Mississippi,M,62.0,898217.0,1999-09-05 06:05:22
139.0,Elizabeth Everett,Delaware,M,86.0,3950449.0,1999-03-07 12:39:19
140.0,Natalie Watson,Rhode Island,F,36.0,9417330.0,1998-01-05 17:08:46
141.0,Danny Sandoval DVM,North Dakota,F,52.0,5369922.0,2015-02-24 04:58:49
142.0,James Thomas,Minnesota,F,72.0,2082564.0,2002-02-17 09:06:00
143.0,Mary Pham,Pennsylvania,F,80.0,7728051.0,2018-03-12 08:02:03
144.0,Elizabeth Herman,Hawaii,F,47.0,5281273.0,1996-08-17 17:44:12
145.0,Lynn Fields,Illinois,F,71.0,7408068.0,1996-10-07 21:51:03
146.0,Keith Robinson,Delaware,M,72.0,3269606.0,2014-07-12 06:38:13
147.0,Kimberly Hicks,Kansas,F,87.0,9091793.0,2006-07-18 19:25:55
148.0,Rita Hale,South Carolina,F,76.0,7916972.0,2004-12-04 17:43:43
149.0,Scott Miranda,New Mexico,M,68.0,1331533.0,2012-10-23 02:52:10
150.0,Sally Martinez,New Jersey,F,73.0,1199309.0,1996-03-21 00:41:15
151.0,Robert Thomas,Hawaii,M,66.0,6673187.0,2022-07-31 01:53:48
152.0,Pamela Lewis,Illinois,M,72.0,2245089.0,2004-07-14 03:41:36
153.0,Dawn Grant MD,Virginia,F,46.0,8623311.0,2001-10-26 10:07:22
154.0,Aaron Hobbs MD,West Virginia,M,41.0,3910193.0,2010-04-24 14:59:21
155.0,Jason Palmer,Texas,M,55.0,3927222.0,2002-12-23 15:13:03
156.0,Juan Guzman,Virginia,F,66.0,1539723.0,2019-02-22 02:13:14
157.0,Tyler Williamson,Hawaii,M,84.0,3556129.0,2009-05-09 06:15:30
158.0,Jacob Morales,Virginia,F,46.0,7937590.0,2002-01-10 07:19:16
159.0,Robert Abbott,Illinois,F,44.0,2463921.0,2021-01-30 13:37:15
160.0,Ana Payne,West Virginia,M,28.0,9246263.0,1998-08-22 22:50:40
161.0,Jennifer Russell,Pennsylvania,M,46.0,370353.0,2020-03-03 05:40:29
162.0,Hannah Gray PhD,Kentucky,F,25.0,1097310.0,2012-06-26 19:49:31
163.0,Jared Williams,Indiana,F,64.0,1793812.0,2020-07-22 05:20:48
164.0,Stephanie Adkins,South Carolina,F,29.0,1067682.0,2015-09-12 05:36:45
165.0,Jonathon Ponce,Louisiana,F,88.0,5539241.0,2022-10-13 17:00:24
166.0,Austin Mcclure,Texas,M,26.0,1501518.0,2001-11-23 15:28:49
167.0,Jennifer Adams,Montana,M,57.0,364655.0,2007-03-11 10:06:23
168.0,Beverly Moss,Florida,F,40.0,1875376.0,1995-05-27 00:00:14
169.0,Kathy Kirk,New Hampshire,F,88.0,3781499.0,1994-07-25 15:32:05
170.0,Pamela Owens,Wisconsin,M,36.0,5205949.0,2002-05-20 04:48:23
171.0,Ryan Collins,Illinois,M,23.0,950593.0,2017-05-05 20:26:10
172.0,Kevin Crosby,Puerto Rico,F,35.0,8937770.0,2019-05-22 04:38:37
173.0,Tiffany Christensen,Alaska,F,72.0,794074.0,2019-04-04 23:58:33
174.0,Steven Smith,Massachusetts,M,41.0,2116328.0,2000-07-20 09:23:48
175.0,Regina Mahoney,Puerto Rico,F,34.0,5047808.0,2002-04-23 08:16:51
176.0,Mr. Tyler Nelson,Washington,M,55.0,406610.0,2001-04-23 16:29:06
177.0,Zachary Carpenter,Idaho,F,65.0,5640542.0,1998-08-10 09:24:18
178.0,Kathleen Chen,Colorado,F,72.0,6498020.0,2005-10-20 21:18:35
179.0,Mrs. Toni Green,North Dakota,F,78.0,6648070.0,1997-09-09 15:45:33
180.0,Leslie Cortez,Alaska,F,36.0,9666925.0,2022-08-14 05:24:37
181.0,Cameron Richards,Hawaii,M,48.0,451453.0,2016-02-16 03:47:37
182.0,Sierra Moore,Wisconsin,M,69.0,4560022.0,2002-11-09 19:14:18
183.0,Sheri Terrell,Kansas,M,76.0,4765851.0,2000-07-10 15:53:31
184.0,Mary Edwards,Maine,M,78.0,5287893.0,1996-05-03 11:35:43
185.0,Alejandro Sanchez,North Dakota,M,75.0,7306602.0,2018-09-25 15:58:03
186.0,Bobby Patterson,Utah,M,51.0,5857599.0,1994-09-03 05:15:11
187.0,Matthew Green,Guam,F,69.0,3909083.0,2010-10-23 13:54:03
188.0,Joanna Garcia,Georgia,M,55.0,3075858.0,2023-07-23 12:24:19
189.0,Steven Schmitt,Alabama,M,58.0,1748639.0,2018-02-21 11:02:47
190.0,Lydia Jacobs,Virgin Islands,F,32.0,4152915.0,2023-09-08 23:51:26
191.0,Cory Villarreal,Massachusetts,F,85.0,7838996.0,1994-07-23 14:54:10
192.0,Amanda Crawford,North Carolina,M,33.0,4450008.0,2010-08-24 15:50:06
193.0,John Lee,Maine,F,56.0,6325129.0,2017-10-17 22:18:29
194.0,Joshua Osborn,North Carolina,M,45.0,5798802.0,1995-03-31 21:36:42
195.0,Matthew Yang,Guam,M,57.0,50683.0,2010-09-27 21:34:31
196.0,Charles Nash,Nevada,F,49.0,198269.0,2011-07-11 03:34:41
197.0,Jasmine Mitchell,Alabama,F,86.0,7645596.0,2003-11-16 20:12:33
198.0,Linda Welch,Hawaii,F,86.0,6529752.0,2008-05-09 12:01:36
199.0,Jeremy Vang,Connecticut,F,63.0,1259158.0,2023-06-04 18:53:19
200.0,Cindy Rogers,New Jersey,M,27.0,5292915.0,1994-11-16 20:12:00
201.0,Samuel Lopez,Wyoming,M,29.0,3088945.0,2019-01-14 05:01:04
202.0,Caroline Miller,Louisiana,M,82.0,8397238.0,2001-08-30 14:55:42
203.0,Jennifer Taylor,Rhode Island,F,64.0,4234848.0,2009-10-18 14:21:20
204.0,Derrick Crane,Hawaii,F,36.0,9704015.0,2010-04-08 09:32:22
205.0,Miranda Shaffer,Tennessee,M,46.0,6836394.0,1998-06-28 23:48:48
206.0,Sean Hernandez,Idaho,F,21.0,5212752.0,2008-06-07 02:23:44
207.0,Valerie Carpenter,Massachusetts,M,42.0,6381160.0,2009-06-08 04:29:13
208.0,Jennifer Herman,Massachusetts,M,24.0,9365955.0,2020-03-07 23:07:05
209.0,Daniel Sullivan,Texas,F,83.0,3841219.0,2014-01-14 13:22:12
210.0,Fernando Savage,Arizona,M,82.0,8910091.0,2001-05-03 20:04:59
211.0,Lori Zhang,New Hampshire,F,31.0,1958573.0,1999-01-14 05:00:32
212.0,David Hooper,Minnesota,F,25.0,6499885.0,2014-12-26 08:46:59
213.0,Mr. Thomas Conley,Georgia,M,56.0,6733510.0,2006-03-20 01:38:17
214.0,Jennifer Glenn,Delaware,F,36.0,3428486.0,1997-04-25 17:49:37
215.0,Christopher Lawrence,Michigan,F,22.0,9842993.0,1999-11-29 21:54:27
216.0,Mark Burton,Iowa,M,48.0,8000141.0,2004-12-30 14:26:47
217.0,Angela Wise,Connecticut,F,87.0,2604831.0,2006-06-19 22:48:55
218.0,Paul Schmidt,Michigan,M,29.0,2028403.0,1996-05-24 12:55:08
219.0,Jay Herring,South Carolina,M,77.0,2363703.0,1995-03-14 01:39:11
220.0,Mike Davis,Ohio,F,55.0,785685.0,2004-05-13 17:34:51
221.0,Patricia Martinez,American Samoa,F,56.0,5233679.0,2000-07-29 02:16:26
222.0,Jason Thompson,Idaho,M,68.0,6680309.0,2004-02-01 05:21:22
223.0,Brandy Williams,Guam,M,70.0,6999464.0,2022-06-06 13:26:23
224.0,Robert Peters,Michigan,F,22.0,400613.0,2001-06-18 23:46:04
225.0,Emily Fleming,Nevada,F,89.0,624316.0,2016-07-16 12:22:21
226.0,Kevin Morris,California,M,28.0,2839352.0,2002-09-06 10:01:31
227.0,Angela Soto,Rhode Island,F,35.0,7479338.0,2014-01-29 05:29:17
228.0,Cody Taylor,Georgia,F,26.0,5697347.0,2009-12-17 19:28:39
229.0,Raymond Sampson,South Carolina,M,62.0,9682903.0,2010-08-09 13:10:38
230.0,Olivia Lambert,Montana,M,34.0,5126252.0,2009-04-09 04:17:00
231.0,Kristine Brooks,Alaska,M,38.0,4857266.0,2012-12-16 03:55:53
232.0,Brian Klein,Oregon,M,84.0,3217168.0,1996-04-11 11:43:19
233.0,John Scott,Mississippi,M,36.0,4207923.0,2006-09-03 13:01:36
234.0,Rachael Jordan,Massachusetts,F,85.0,9668205.0,1999-05-31 09:20:47
235.0,Wayne Moore,Rhode Island,M,83.0,4019943.0,2022-07-29 16:16:14
236.0,Jamie Mills,Puerto Rico,F,59.0,5657655.0,2023-02-20 11:51:49
237.0,Jesse Brooks,West Virginia,F,73.0,5191805.0,2019-07-07 22:00:38
238.0,Nina Armstrong,North Dakota,M,45.0,9791833.0,2007-01-17 20:08:35
239.0,Gina Green,Rhode Island,M,48.0,2788414.0,2008-05-15 08:07:32
240.0,Sarah Murphy,Florida,M,81.0,953145.0,2008-12-29 07:43:20
241.0,Michael Patterson,Connecticut,F,40.0,7062384.0,2020-03-19 23:03:53
242.0,John Miller,California,F,71.0,9130339.0,2004-10-06 12:58:45
243.0,Carla Campbell,New York,M,24.0,6538688.0,2007-08-22 21:29:00
244.0,Paul Haas,Virginia,M,60.0,633701.0,1995-12-12 00:02:39
245.0,Jennifer Barnett,Arizona,F,62.0,6860239.0,1996-07-12 01:59:29
246.0,Barbara Morrison,New Jersey,M,64.0,9244845.0,1994-05-17 23:46:35
247.0,Daniel Thomas,District ,M,21.0,8504212.0,2021-07-19 17:55:59
248.0,Matthew Moore,of Columbia,M,67.0,3345282.0,1999-11-24 14:26:49
249.0,Rebecca Wu,Virgin Islands,F,88.0,5268810.0,2014-12-25 16:49:36
250.0,Brittany Hardy,California,M,70.0,6529354.0,2005-06-13 02:29:40
251.0,Paul Watson,District ,F,63.0,9936883.0,2008-08-10 14:54:38
252.0,Amy Walsh,Illinois,F,44.0,5753965.0,2000-03-02 00:47:13
253.0,Chris White,Oklahoma,M,80.0,8608929.0,2022-09-12 08:52:37
254.0,Crystal Bailey,Illinois,F,41.0,1955922.0,1999-07-11 13:13:19
255.0,Jeffrey Thompson,Maryland,M,22.0,5616615.0,1996-12-05 11:03:50
256.0,Anna Allen,Oklahoma,M,39.0,2536662.0,2010-04-19 04:21:41
257.0,Faith Buck,Idaho,M,55.0,7689576.0,2005-11-14 03:14:04
258.0,Kevin Holmes,California,M,72.0,4160829.0,2019-07-27 11:46:25
259.0,Christopher Diaz,Mississippi,F,81.0,2828566.0,1998-06-04 21:50:10
260.0,Jamie Malone,Michigan,M,50.0,3689846.0,2013-10-09 16:13:01
261.0,Mark Hughes,Rhode Island,F,72.0,2888348.0,2022-01-19 10:42:38
262.0,Stephanie Hughes,American Samoa,F,54.0,5826486.0,2004-09-22 07:06:10
263.0,Sierra Matthews,West Virginia,M,55.0,128815.0,2014-10-25 07:21:04
264.0,Morgan Morales,Michigan,F,23.0,7295799.0,2009-12-03 23:47:29
265.0,Christina Johnson,Virginia,F,80.0,9281931.0,2002-04-01 00:04:52
266.0,Lauren Henson,Georgia,M,77.0,9553748.0,1995-06-21 16:30:08
267.0,Parker Torres,West Virginia,F,47.0,8465080.0,2023-05-16 12:56:17
268.0,Dylan Jones,Iowa,F,86.0,6670749.0,2017-02-19 17:00:23
269.0,Tracy Lynch,Arkansas,M,42.0,9454667.0,2013-06-18 22:04:17
270.0,Jessica Gonzales,Kansas,F,47.0,7840383.0,2022-12-06 02:42:02
271.0,Jennifer Velazquez,Minnesota,M,26.0,8415418.0,2013-04-02 08:17:02
272.0,William Floyd,North Dakota,F,77.0,5469684.0,2003-01-06 11:24:36
273.0,Gwendolyn Stephenson,Mississippi,M,89.0,7053214.0,2005-07-04 03:15:51
274.0,Andrea Osborne,Oklahoma,M,61.0,521140.0,1996-01-17 10:35:34
275.0,Donald Fischer,Indiana,M,88.0,5852756.0,1998-06-29 19:04:32
276.0,Elizabeth Massey,American Samoa,M,25.0,5769652.0,2021-07-14 22:26:10
277.0,Renee Davila,South Dakota,F,59.0,625273.0,2005-04-21 21:27:20
278.0,Heather Murray,Oregon,F,72.0,2396533.0,1995-08-02 11:09:41
279.0,Taylor Collier,Alabama,F,29.0,1648030.0,2013-03-31 11:36:37
280.0,Jennifer Blake,Nevada,F,37.0,5804446.0,2012-02-27 14:04:35
281.0,Ross Hunt,Wyoming,M,61.0,5271325.0,1998-04-29 15:39:35
282.0,Nicholas Neal,Delaware,M,53.0,7469999.0,1996-03-03 10:07:39
283.0,Nicholas Hopkins,Nebraska,F,33.0,7966890.0,2020-01-23 03:23:08
284.0,Katherine Shelton,Guam,F,77.0,3738948.0,1997-10-14 01:04:28
285.0,Kimberly Valenzuela,Oregon,F,79.0,982367.0,2005-04-15 00:04:47
286.0,Nathan Perez,Oregon,F,24.0,8882057.0,2019-07-09 19:06:58
287.0,Alexander Hernandez,Arkansas,M,53.0,3729609.0,2014-09-04 22:29:07
288.0,Amy Perry,Michigan,F,84.0,9481048.0,1997-07-29 04:17:28
289.0,Matthew Rodriguez,Montana,M,52.0,3726449.0,2001-02-09 21:00:09
290.0,Christopher Hale,Texas,F,66.0,64479.0,2008-05-22 16:21:44
291.0,Megan Brown,New Mexico,F,37.0,2768449.0,1997-10-07 17:43:07
292.0,William Burke,Delaware,M,36.0,3683920.0,2016-03-01 06:33:33
293.0,Luis Stephens,Ohio,F,25.0,6860856.0,2019-10-04 13:12:24
294.0,Sherry Rivas,Kansas,M,23.0,5590519.0,2014-11-06 08:25:36
295.0,Susan Mills,Puerto Rico,F,57.0,5382556.0,2014-03-23 19:19:11
296.0,Christian Chavez,Alaska,F,22.0,1586472.0,2020-07-09 17:58:01
297.0,Perry Morris,Mississippi,M,62.0,1064745.0,2021-03-03 05:15:00
298.0,Amber Lang,Delaware,M,75.0,1408497.0,2009-12-09 22:04:21
299.0,Steven Williams,Hawaii,F,67.0,4019893.0,2013-04-25 04:09:59
300.0,Stephanie Hicks,Massachusetts,M,74.0,8463833.0,2022-06-24 16:12:41
301.0,April Young,Minnesota,M,47.0,9737.0,1999-09-10 17:06:52
302.0,Gregory Jenkins,Arkansas,M,27.0,3720212.0,2007-07-08 13:58:18
303.0,Brandon Johnson,Massachusetts,M,60.0,8212669.0,2002-02-01 07:04:06
304.0,Rebekah Clay,Montana,F,41.0,8799671.0,2006-06-30 22:40:02
305.0,Summer Hansen,New Jersey,F,23.0,5819113.0,2001-10-17 07:19:55
306.0,Jason Giles,Nevada,F,41.0,4472287.0,2012-10-27 05:42:11
307.0,Richard Stevens,Hawaii,M,28.0,9000798.0,1999-07-30 04:46:03
308.0,Robert Green,Texas,M,58.0,7561383.0,1997-11-27 02:09:05
309.0,Kimberly Frank,Vermont,M,77.0,4244650.0,2022-11-28 07:57:23
310.0,Zachary Mccoy,Montana,F,49.0,2599782.0,2013-09-11 07:34:44
311.0,Matthew Smith,New Hampshire,F,79.0,1788034.0,1997-02-21 00:54:08
312.0,Sarah Trujillo,Alabama,F,86.0,2023673.0,2019-08-21 05:45:54
313.0,Kyle Jones,Ohio,M,67.0,1361359.0,2017-09-15 11:59:15
314.0,Blake Newman,Florida,M,56.0,4175137.0,2010-02-22 23:08:33
315.0,Troy Livingston,Montana,F,66.0,1433475.0,2014-04-07 12:58:19
316.0,Nichole Conley,Nevada,F,83.0,1883258.0,2000-01-05 01:25:44
317.0,Madeline Ryan,Georgia,M,59.0,5661953.0,2012-09-05 20:05:56
318.0,Matthew Wilkins,Arkansas,M,38.0,2176150.0,2015-02-03 10:36:41
319.0,Justin Melton,Georgia,F,29.0,837112.0,1995-10-17 21:18:46
320.0,David Ho,Arkansas,F,47.0,5482237.0,2012-11-03 03:34:54
321.0,Patrick Murphy,Virginia,M,40.0,3503578.0,2012-04-27 11:59:18
322.0,Nicole Jones,Vermont,F,70.0,2543593.0,2007-01-18 09:40:18
323.0,Sarah Sellers,Maine,F,56.0,714123.0,1997-02-23 19:47:37
324.0,Christopher King,Arizona,M,64.0,958935.0,1994-12-25 17:25:22
325.0,Stacey Hall,American Samoa,M,39.0,7232162.0,2010-08-01 23:17:06
326.0,Elizabeth Kerr,Indiana,M,35.0,8052052.0,2017-11-02 09:35:32
327.0,Lisa Buchanan,Indiana,F,21.0,6464242.0,2013-07-20 14:11:31
